donor_smiles,acceptor_smiles,PCE,pair_key
FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(CC(CCCC)CC)S5)C(SC(C)=C6)=C6C(C7=CC=C(CC(CCCC)CC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(CC(CCCC)CC)S%11)=C(S%12)C(C=C%12C)=C%13C%14SC(CC(CCCC)CC)=CC%14)=C%13S%10)S9)=C1F,FC1=CC2=C(C(/C(C2=O)=C/C3=CC(OCC(CC)CCCC)=C(S3)C4=CC5=C(S4)C6=CC(C7(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)=C(C%10=C7C=C(S%10)C%11=C(OCC(CC)CCCC)C=C(S%11)/C=C(/C(C%12=C%13C=C(F)C(F)=C%12)=C(C#N)\C#N)C%13=O)C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)=C(C#N)/C#N)C=C1F,9.21,FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(CC(CCCC)CC)S5)C(SC(C)=C6)=C6C(C7=CC=C(CC(CCCC)CC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(CC(CCCC)CC)S%11)=C(S%12)C(C=C%12C)=C%13C%14SC(CC(CCCC)CC)=CC%14)=C%13S%10)S9)=C1F||FC1=CC2=C(C(/C(C2=O)=C/C3=CC(OCC(CC)CCCC)=C(S3)C4=CC5=C(S4)C6=CC(C7(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)=C(C%10=C7C=C(S%10)C%11=C(OCC(CC)CCCC)C=C(S%11)/C=C(/C(C%12=C%13C=C(F)C(F)=C%12)=C(C#N)\C#N)C%13=O)C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)=C(C#N)/C#N)C=C1F
O=C(N1CC(CCCCCCCC)CCCCCC)C(C=C2C(S3)=C(CCCCCCCCCC)C=C3C(SC4=C(C5=C6SC(C)=C5)C7=CC=C(S7)CCCCCCCC)=CC4=C6C(S8)=CC=C8CCCCCCCC)=C(S2)C9=C(C=C(S9)C%10=C(CCCCCCCCCC)C=C(C)S%10)C1=O,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(SC4=C5C(C6=CC(F)=C(CCCCCC)C=C6)(C7=CC(F)=C(CCCCCC)C=C7)C8=CC9=C(C=C84)C(C%10=CC(F)=C(CCCCCC)C=C%10)(C%11=CC(F)=C(CCCCCC)C=C%11)C%12=C9SC%13=C%12SC(/C=C%14C(C(C=CC=C%15)=C%15C\%14=C(C#N)\C#N)=O)=C%13)=C5S3,9.01,O=C(N1CC(CCCCCCCC)CCCCCC)C(C=C2C(S3)=C(CCCCCCCCCC)C=C3C(SC4=C(C5=C6SC(C)=C5)C7=CC=C(S7)CCCCCCCC)=CC4=C6C(S8)=CC=C8CCCCCCCC)=C(S2)C9=C(C=C(S9)C%10=C(CCCCCCCCCC)C=C(C)S%10)C1=O||O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(SC4=C5C(C6=CC(F)=C(CCCCCC)C=C6)(C7=CC(F)=C(CCCCCC)C=C7)C8=CC9=C(C=C84)C(C%10=CC(F)=C(CCCCCC)C=C%10)(C%11=CC(F)=C(CCCCCC)C=C%11)C%12=C9SC%13=C%12SC(/C=C%14C(C(C=CC=C%15)=C%15C\%14=C(C#N)\C#N)=O)=C%13)=C5S3
[Cl]C(C([Cl])=C(C1=NN(N=C21)CC(CCCCCC)CCCCCCCC)C3=CC=C(C4=CC(C(C5=CC(Cl)=C(S5)CC)=C6SC(C)=CC6=C7C8=CC(Cl)=C(S8)CC)=C7S4)S3)=C2C9=CC=C(C)S9,O=C(/C(S/1)=C\C(C2=NN(N=C32)CCCCCCCC)=CC=C3C4=CC5=C(S4)C6=CC7=C(C=C6C5(C8=CC=C(C=C8)CCCCCC)C9=CC=C(C=C9)CCCCCC)C(SC(C(C%10=NN(CCCCCCCC)N=C%11%10)=CC=C%11/C=C%12S/C(N(C\%12=O)CC%13=CC=CC=C%13)=C(C#N)/C#N)=C%14)=C%14C7(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)N(CC%17=CC=CC=C%17)C1=C(C#N)/C#N,8.99,[Cl]C(C([Cl])=C(C1=NN(N=C21)CC(CCCCCC)CCCCCCCC)C3=CC=C(C4=CC(C(C5=CC(Cl)=C(S5)CC)=C6SC(C)=CC6=C7C8=CC(Cl)=C(S8)CC)=C7S4)S3)=C2C9=CC=C(C)S9||O=C(/C(S/1)=C\C(C2=NN(N=C32)CCCCCCCC)=CC=C3C4=CC5=C(S4)C6=CC7=C(C=C6C5(C8=CC=C(C=C8)CCCCCC)C9=CC=C(C=C9)CCCCCC)C(SC(C(C%10=NN(CCCCCCCC)N=C%11%10)=CC=C%11/C=C%12S/C(N(C\%12=O)CC%13=CC=CC=C%13)=C(C#N)/C#N)=C%14)=C%14C7(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)N(CC%17=CC=CC=C%17)C1=C(C#N)/C#N
FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(SCC(CCCC)CC)S5)C(SC(C)=C6)=C6C(C7=CC=C(SCC(CCCC)CC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(SCC(CCCC)CC)S%11)=C(S%12)C(C=C%12C)=C%13C%14SC(SCC(CCCC)CC)=CC%14)=C%13S%10)S9)=C1F,c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2,8.97,FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(SCC(CCCC)CC)S5)C(SC(C)=C6)=C6C(C7=CC=C(SCC(CCCC)CC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(SCC(CCCC)CC)S%11)=C(S%12)C(C=C%12C)=C%13C%14SC(SCC(CCCC)CC)=CC%14)=C%13S%10)S9)=C1F||c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2
O=C(N1CC(CCCCCCCC)CCCCCC)C(C=C2C(S3)=C(CCCCCCCCCC)C=C3C(SC4=C(C5=C6SC(C)=C5)C7=CC=C(S7)CCCCCCCC)=CC4=C6C(S8)=CC=C8CCCCCCCC)=C(S2)C9=C(C=C(S9)C%10=C(CCCCCCCCCC)C=C(C)S%10)C1=O,c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2,8.89,O=C(N1CC(CCCCCCCC)CCCCCC)C(C=C2C(S3)=C(CCCCCCCCCC)C=C3C(SC4=C(C5=C6SC(C)=C5)C7=CC=C(S7)CCCCCCCC)=CC4=C6C(S8)=CC=C8CCCCCCCC)=C(S2)C9=C(C=C(S9)C%10=C(CCCCCCCCCC)C=C(C)S%10)C1=O||c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2
FC(C(F)=C(C(N=C1C2=CC=CC(OCCCCCCCC)=C2)=C3N=C1C4=CC=CC(OCCCCCCCC)=C4)C5=CC=C(S5)C)=C3C(S6)=CC=C6C7=CC(C(S7)=C(C8=C9SC(C)=C8)C%10=CC=C(S%10)SCCCCCCCC)=C9C%11=CC=C(S%11)SCCCCCCCC,O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(S4)=CC(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C4C(C=C89)=C5C=C8C(SC(C%10=CC=C(/C=C%11SC(N(CC)C\%11=O)=S)C%12=NSN=C%10%12)=C%13)=C%13C9(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=S,8.67,FC(C(F)=C(C(N=C1C2=CC=CC(OCCCCCCCC)=C2)=C3N=C1C4=CC=CC(OCCCCCCCC)=C4)C5=CC=C(S5)C)=C3C(S6)=CC=C6C7=CC(C(S7)=C(C8=C9SC(C)=C8)C%10=CC=C(S%10)SCCCCCCCC)=C9C%11=CC=C(S%11)SCCCCCCCC||O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(S4)=CC(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C4C(C=C89)=C5C=C8C(SC(C%10=CC=C(/C=C%11SC(N(CC)C\%11=O)=S)C%12=NSN=C%10%12)=C%13)=C%13C9(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=S
FC(C(F)=C(C1=CC=C(S1)C2=CC(C(C3=CC(Cl)=C(CC(CC)CCCC)S3)=C(SC=C4)C4=C5C6=CC(Cl)=C(CC(CCCC)CC)S6)=C5C2)C7=NN(CC(CCCCCCCC)CCCCCC)N=C78)=C8C9=CC=CS9,O=C(/C(S/1)=C\C(C2=NN(N=C32)CCCCCCCC)=CC=C3C4=CC5=C(S4)C6=CC7=C(C=C6C5(C8=CC=C(C=C8)CCCCCC)C9=CC=C(C=C9)CCCCCC)C(SC(C(C%10=NN(CCCCCCCC)N=C%11%10)=CC=C%11/C=C%12S/C(N(C\%12=O)CC%13=CC=CC=C%13)=C(C#N)/C#N)=C%14)=C%14C7(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)N(CC%17=CC=CC=C%17)C1=C(C#N)/C#N,8.64,FC(C(F)=C(C1=CC=C(S1)C2=CC(C(C3=CC(Cl)=C(CC(CC)CCCC)S3)=C(SC=C4)C4=C5C6=CC(Cl)=C(CC(CCCC)CC)S6)=C5C2)C7=NN(CC(CCCCCCCC)CCCCCC)N=C78)=C8C9=CC=CS9||O=C(/C(S/1)=C\C(C2=NN(N=C32)CCCCCCCC)=CC=C3C4=CC5=C(S4)C6=CC7=C(C=C6C5(C8=CC=C(C=C8)CCCCCC)C9=CC=C(C=C9)CCCCCC)C(SC(C(C%10=NN(CCCCCCCC)N=C%11%10)=CC=C%11/C=C%12S/C(N(C\%12=O)CC%13=CC=CC=C%13)=C(C#N)/C#N)=C%14)=C%14C7(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)N(CC%17=CC=CC=C%17)C1=C(C#N)/C#N
FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(CC(CCCC)CC)S5)C(SC(C)=C6)=C6C(C7=CC=C(CC(CCCC)CC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(CC(CCCC)CC)S%11)=C(S%12)C(C=C%12C)=C%13C%14SC(CC(CCCC)CC)=CC%14)=C%13S%10)S9)=C1F,O=C(C(C=C(C([H])=C1)[H])=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=CC6=C(C=C5C4(C7=CC=C(CC(CCCCCC)CCCC)C=C7)C8=CC=C(CC(CCCCCC)CCCC)C=C8)C9=C(C=C%10C%11=C(C=C(S%11)/C=C%12C(C(C=C(C([H])=C%13)[H])=C%13C\%12=C(C#N)/C#N)=O)C(C%14=CC=C(CC(CCCCCC)CCCC)C=C%14)(C%15=CC=C(CC(CCCCCC)CCCC)C=C%15)C%10=C9)S6,8.64,FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(CC(CCCC)CC)S5)C(SC(C)=C6)=C6C(C7=CC=C(CC(CCCC)CC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(CC(CCCC)CC)S%11)=C(S%12)C(C=C%12C)=C%13C%14SC(CC(CCCC)CC)=CC%14)=C%13S%10)S9)=C1F||O=C(C(C=C(C([H])=C1)[H])=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=CC6=C(C=C5C4(C7=CC=C(CC(CCCCCC)CCCC)C=C7)C8=CC=C(CC(CCCCCC)CCCC)C=C8)C9=C(C=C%10C%11=C(C=C(S%11)/C=C%12C(C(C=C(C([H])=C%13)[H])=C%13C\%12=C(C#N)/C#N)=O)C(C%14=CC=C(CC(CCCCCC)CCCC)C=C%14)(C%15=CC=C(CC(CCCCCC)CCCC)C=C%15)C%10=C9)S6
FC(C(F)=C(C1=CC=CS1)C2=NN(CCCCCCCC)N=C32)=C3C(S4)=CC=C4C(S5)CC6=C5C(C7=CC=C(CC(CCCCCC)CCCCCCCC)S7)=C(C=CS8)C8=C6C9=CC=C(CC(CCCCCCCC)CCCCCC)S9,c1cccc2c1C(=C(C#N)C#N)/C(=C/c1sc(c(c1)C[C@@H](CC)CCCC)c1cc3c([se]1)c1c(C3(c3ccc(cc3)CCCCCC)c3ccc(cc3)CCCCCC)cc3c(c1)C(c1c3[se]c(c1)c1c(cc(s1)/C=C\1/C(=C(C#N)C#N)c3c(C1=O)cccc3)C[C@H](CCCC)CC)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C2=O,8.58,FC(C(F)=C(C1=CC=CS1)C2=NN(CCCCCCCC)N=C32)=C3C(S4)=CC=C4C(S5)CC6=C5C(C7=CC=C(CC(CCCCCC)CCCCCCCC)S7)=C(C=CS8)C8=C6C9=CC=C(CC(CCCCCCCC)CCCCCC)S9||c1cccc2c1C(=C(C#N)C#N)/C(=C/c1sc(c(c1)C[C@@H](CC)CCCC)c1cc3c([se]1)c1c(C3(c3ccc(cc3)CCCCCC)c3ccc(cc3)CCCCCC)cc3c(c1)C(c1c3[se]c(c1)c1c(cc(s1)/C=C\1/C(=C(C#N)C#N)c3c(C1=O)cccc3)C[C@H](CCCC)CC)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C2=O
FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(SCCCCCCCCCCCC)S5)C(SC(C)=C6)=C6C(C7=CC=C(SCCCCCCCCCCCC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(SCCCCCCCCCCCC)S%11)=C(S%12)C(C=C%12C)=C%13C%14=CC=C(SCCCCCCCCCCCC)S%14)=C%13S%10)S9)=C1F,O=C(/C(S/1)=C\C(C2=NN(N=C32)CCCCCCCC)=CC=C3C4=CC5=C(S4)C6=CC7=C(C=C6C5(C8=CC=C(C=C8)CCCCCC)C9=CC=C(C=C9)CCCCCC)C(SC(C(C%10=NN(CCCCCCCC)N=C%11%10)=CC=C%11/C=C%12S/C(N(C\%12=O)CC)=C(C#N)/C#N)=C%13)=C%13C7(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=C(C#N)/C#N,8.25,FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(SCCCCCCCCCCCC)S5)C(SC(C)=C6)=C6C(C7=CC=C(SCCCCCCCCCCCC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(SCCCCCCCCCCCC)S%11)=C(S%12)C(C=C%12C)=C%13C%14=CC=C(SCCCCCCCCCCCC)S%14)=C%13S%10)S9)=C1F||O=C(/C(S/1)=C\C(C2=NN(N=C32)CCCCCCCC)=CC=C3C4=CC5=C(S4)C6=CC7=C(C=C6C5(C8=CC=C(C=C8)CCCCCC)C9=CC=C(C=C9)CCCCCC)C(SC(C(C%10=NN(CCCCCCCC)N=C%11%10)=CC=C%11/C=C%12S/C(N(C\%12=O)CC)=C(C#N)/C#N)=C%13)=C%13C7(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=C(C#N)/C#N
CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2,CCCCCCC(C(SC1=C2C(C3=CC=C(C=C3)CCCCCC)(C(C=C4C5=C6C7=C(C(CCCCCC)=C(S7)/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)S5)=C1C=C4C6(C(C=C%10)=CC=C%10CCCCCC)C(C=C%11)=CC=C%11CCCCCC)C(C=C%12)=CC=C%12CCCCCC)=C2S%13)=C%13/C=C%14C(C(C=CC=C%15)=C%15C\%14=C(C#N)/C#N)=O,8.21,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2||CCCCCCC(C(SC1=C2C(C3=CC=C(C=C3)CCCCCC)(C(C=C4C5=C6C7=C(C(CCCCCC)=C(S7)/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)S5)=C1C=C4C6(C(C=C%10)=CC=C%10CCCCCC)C(C=C%11)=CC=C%11CCCCCC)C(C=C%12)=CC=C%12CCCCCC)=C2S%13)=C%13/C=C%14C(C(C=CC=C%15)=C%15C\%14=C(C#N)/C#N)=O
CC(S1)=CC=C1C(C2=NN(CC(CCCCCCCC)CCCCCC)N=C2C(C3=CC=C(S3)C4=CC5=C(C6=C(C(C7=CC=C(C=C7)[S]CC(CCCCCCCC)CCCCCC)=C5S4)C=C(C)S6)C8=CC=C(C=C8)[S]CC(CCCCCCCC)CCCCCC)=C9F)=C9F,O=C(C1=C(C=CC=C1)C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(C8=C5C(SC9=C%10C(C%11=CC=C(CCCCCC)C=C%11)(C%12=C9SC%13=C%12SC(/C=C%14C(C%15=C(C=CC=C%15)C\%14=C(C#N)\C#N)=O)=C%13)C%16=CC=C(CCCCCC)C=C%16)=C%10S8)S4)S3,8.15,CC(S1)=CC=C1C(C2=NN(CC(CCCCCCCC)CCCCCC)N=C2C(C3=CC=C(S3)C4=CC5=C(C6=C(C(C7=CC=C(C=C7)[S]CC(CCCCCCCC)CCCCCC)=C5S4)C=C(C)S6)C8=CC=C(C=C8)[S]CC(CCCCCCCC)CCCCCC)=C9F)=C9F||O=C(C1=C(C=CC=C1)C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(C8=C5C(SC9=C%10C(C%11=CC=C(CCCCCC)C=C%11)(C%12=C9SC%13=C%12SC(/C=C%14C(C%15=C(C=CC=C%15)C\%14=C(C#N)\C#N)=O)=C%13)C%16=CC=C(CCCCCC)C=C%16)=C%10S8)S4)S3
c1(c2c(c(c3c1sc(c3)c1ccc(s1)c1sc(c3c1C(=O)c1c(C3=O)c(sc1C[C@@H](CC)CCCC)C[C@H](CC)CCCC)c1cccs1)OC[C@@H](CCCCCCCC)CCCCCC)scc2)c1ccc(cc1)c1ccc(cc1)OC[C@@H](CC)CCCC,c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2,8.1,c1(c2c(c(c3c1sc(c3)c1ccc(s1)c1sc(c3c1C(=O)c1c(C3=O)c(sc1C[C@@H](CC)CCCC)C[C@H](CC)CCCC)c1cccs1)OC[C@@H](CCCCCCCC)CCCCCC)scc2)c1ccc(cc1)c1ccc(cc1)OC[C@@H](CC)CCCC||c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2
O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(S4)=CC(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C4C(C=C89)=C5C=C8C(SC(C%10=CC=C(/C=C%11SC(N(CC)C\%11=O)=S)C%12=NSN=C%10%12)=C%13)=C%13C9(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=S,8.09,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10||O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(S4)=CC(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C4C(C=C89)=C5C=C8C(SC(C%10=CC=C(/C=C%11SC(N(CC)C\%11=O)=S)C%12=NSN=C%10%12)=C%13)=C%13C9(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=S
c1(c2c(c(c3c1sc(c3)c1ccc(s1)c1sc(c3c1C(=O)c1c(C3=O)c(sc1C[C@@H](CC)CCCC)C[C@H](CC)CCCC)c1cccs1)OC[C@@H](CCCCCCCC)CCCCCC)scc2)c1ccc(cc1)c1ccc(cc1)OC[C@@H](CC)CCCC,N#C/C(C#N)=C(C1=CC=CC=C1C2=O)/C2=C/C3=CC4=C(C5=C(C=C6C(C(CCCCCC)(CCCCCC)C7=C6SC(/C=C8/C(C9=CC=CC=C9C8=O)=C(C#N)/C#N)=C7)=C5)C4(CCCCCC)CCCCCC)S3,7.75,c1(c2c(c(c3c1sc(c3)c1ccc(s1)c1sc(c3c1C(=O)c1c(C3=O)c(sc1C[C@@H](CC)CCCC)C[C@H](CC)CCCC)c1cccs1)OC[C@@H](CCCCCCCC)CCCCCC)scc2)c1ccc(cc1)c1ccc(cc1)OC[C@@H](CC)CCCC||N#C/C(C#N)=C(C1=CC=CC=C1C2=O)/C2=C/C3=CC4=C(C5=C(C=C6C(C(CCCCCC)(CCCCCC)C7=C6SC(/C=C8/C(C9=CC=CC=C9C8=O)=C(C#N)/C#N)=C7)=C5)C4(CCCCCC)CCCCCC)S3
CC1=CC=C(S1)C2=CC(OCC(CCCCCC)CCCCCCCC)=C(C=C2COC(CCCCCCCC)CCCCCC)C3=CC=C(S3)C4=C(C(F)=C(C5=NSN=C45)C)F,O=C(C1=C2C(C3=O)=CC=C(C4=CC=C(S4)/C(C#N)=C/C5=CC(OCCCCCC)=C(C=C5OCCCCCC)/C=C(C6=CC=C(S6)C7=CC=C8C9=C(C(N(C8=O)CC(CC)CCCC)=O)C=CC=C79)\C#N)C2=CC=C1)N3CC(CC)CCCC,7.64,CC1=CC=C(S1)C2=CC(OCC(CCCCCC)CCCCCCCC)=C(C=C2COC(CCCCCCCC)CCCCCC)C3=CC=C(S3)C4=C(C(F)=C(C5=NSN=C45)C)F||O=C(C1=C2C(C3=O)=CC=C(C4=CC=C(S4)/C(C#N)=C/C5=CC(OCCCCCC)=C(C=C5OCCCCCC)/C=C(C6=CC=C(S6)C7=CC=C8C9=C(C(N(C8=O)CC(CC)CCCC)=O)C=CC=C79)\C#N)C2=CC=C1)N3CC(CC)CCCC
FC(C(F)=C(C1=NC(C2=CC=C(C(OCCCCCCCC)=C2)OCCCCCCCC)=C(N=C31)C4=CC=C(C(OCCCCCCCC)=C4)OCCCCCCCC)C)=C3C(S5)=CC=C5C(C=C6)=CC=C6C7=CC=C(C)S7,c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2,7.6,FC(C(F)=C(C1=NC(C2=CC=C(C(OCCCCCCCC)=C2)OCCCCCCCC)=C(N=C31)C4=CC=C(C(OCCCCCCCC)=C4)OCCCCCCCC)C)=C3C(S5)=CC=C5C(C=C6)=CC=C6C7=CC=C(C)S7||c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2
